,订单号,设备ID,应付金额,实际金额,商品,支付时间,地点,状态,提现
40918,DD201708167493478333028196066,E43A6E078A04134,3.5,3.5,250ml燕塘原味酸奶,2017/10/12 23:03,B,已出货未退款,已提现
40924,DD2017081121372589E8FFC2E1C42,E43A6E078A04134,3.0,3.0,可口可乐最新款,2017/10/12 23:44,B,已出货未退款,已提现
40925,DD2017072904522711209107B3235,E43A6E078A04134,3.0,3.0,雪碧最新款,2017/10/12 23:45,B,已出货未退款,已提现
40933,DD201707250120275101F6CBA52CF,E43A6E078A04134,4.0,4.0,银鹭八宝粥,2017/10/13 0:25,B,已出货未退款,已提现
40941,DD2017080820024917F51443562CD,E43A6E078A04134,3.0,3.0,怡宝纯净水,2017/10/13 1:34,B,已出货未退款,已提现
40944,DD201708167493479384541945622,E43A6E078A04134,3.0,3.0,58g丽芝士纳宝帝奶酪威化饼干,2017/10/13 4:48,B,已出货未退款,已提现
40950,DD201708167493479668944301997,E43A6E078A04134,8.0,8.0,160g盼盼手撕面包,2017/10/13 5:40,B,已出货未退款,已提现
40951,DD201708167493479692626540856,E43A6E078A04134,0.6,0.6,10g卫龙亲嘴烧香辣味,2017/10/13 5:42,B,已出货未退款,已提现
40954,DD201708167493479705579440276,E43A6E078A04134,5.5,5.5,205g伊利安慕希原味,2017/10/13 5:44,B,已出货未退款,已提现
40956,DD201708167493479795685404771,E43A6E078A04134,4.5,4.5,78g卫龙亲嘴语辣条,2017/10/13 7:11,B,已出货未退款,已提现
40963,DD2017081674934800903792573,E43A6E078A04134,6.0,6.0,86g合味道海鲜风味,2017/10/13 7:42,B,已出货未退款,已提现
40976,DD201708167493480483310664163,E43A6E078A04134,12.5,12.5,100g*5瓶益力多,2017/10/13 9:32,B,已出货未退款,已提现
40982,DD2017081121383636E5F6B395FA0,E43A6E078A04134,3.0,3.0,雪碧最新款,2017/10/13 10:58,B,已出货未退款,已提现
40986,DD201707070449524749213D9FA93,E43A6E078A04134,1.0,1.0,香豆干,2017/10/13 11:23,B,已出货未退款,已提现
40988,DD2017071022540259CD37C3D11C8,E43A6E078A04134,2.5,2.5,伊利优酸乳,2017/10/13 11:24,B,已出货未退款,已提现
40998,DD2017081015435927601F16C7556,E43A6E078A04134,3.5,3.5,王老吉（罐）,2017/10/13 11:40,B,已出货未退款,已提现
41008,DD201708167493481482656517104,E43A6E078A04134,3.5,3.5,85g新麦潮手撕面包（提子味）,2017/10/13 11:55,B,已出货未退款,已提现
41024,DD201708167493481952266359625,E43A6E078A04134,54.0,54.0,260g马来西亚进口茱蒂丝口口香饼干,2017/10/13 12:34,B,已出货未退款,已提现
41025,DD201708167493481977429262941,E43A6E078A04134,4.5,4.5,68g好丽友巧克力派2枚,2017/10/13 12:37,B,已出货未退款,已提现
41029,DD201708167493299268781135879,E43A6E078A04134,3.5,3.5,250ml燕塘甜牛奶,2017/10/13 12:41,B,已出货未退款,已提现
41033,DD201708167493482016622201958,E43A6E078A04134,2.5,2.5,58g丽芝士纳宝帝奶酪威化饼干,2017/10/13 13:19,B,已出货未退款,已提现
41043,DD201708167493482600568938023,E43A6E078A04134,5.0,5.0,85g统一老坛酸菜牛肉面,2017/10/13 14:23,B,已出货未退款,已提现
41051,DD201708167493483360453834838,E43A6E078A04134,13.0,13.0,250ml红牛,2017/10/13 15:19,B,已出货未退款,已提现
41061,DD201708167493483737520268094,E43A6E078A04134,5.5,5.5,103g康师傅红烧牛肉面,2017/10/13 16:16,B,已出货未退款,已提现
41062,DD201708167493483821554499714,E43A6E078A04134,4.5,4.5,55g奥利奥原味夹心饼干,2017/10/13 16:17,B,已出货未退款,已提现
41065,DD20170816749348383928916792,E43A6E078A04134,3.5,3.5,40g上好佳日式鱼果,2017/10/13 16:35,B,已出货未退款,已提现
41069,DD201708082012435574EE8EC0958,E43A6E078A04134,3.0,3.0,怡宝纯净水,2017/10/13 16:47,B,已出货未退款,已提现
41070,DD201708167493484163494451137,E43A6E078A04134,9.0,9.0,250ml维他柠檬茶,2017/10/13 16:48,B,已出货未退款,已提现
41071,DD201708167493484190152543691,E43A6E078A04134,2.5,2.5,250ml维他原味豆奶,2017/10/13 16:49,B,已出货未退款,已提现
41072,DD201708167493484206249881781,E43A6E078A04134,2.5,2.5,250ml王老吉盒装,2017/10/13 16:50,B,已出货未退款,已提现
41073,DD2017062916503073F2AF56C2250,E43A6E078A04134,4.0,4.0,营养快线,2017/10/13 16:51,B,已出货未退款,已提现
41076,DD20170816749348424200381106,E43A6E078A04134,4.0,4.0,85g新麦潮北海道吐司,2017/10/13 17:00,B,已出货未退款,已提现
41089,DD2017081674934847048862598,E43A6E078A04134,4.5,4.5,600ml脉动青柠,2017/10/13 17:47,B,已出货未退款,已提现
41093,DD201708167493484877698073304,E43A6E078A04134,5.0,5.0,13g无穷烤鸡小腿蜂蜜味,2017/10/13 18:07,B,已出货未退款,已提现
41098,DD201708167493485065608992689,E43A6E078A04134,5.0,5.0,30g元朗小蛋卷,2017/10/13 18:37,B,已出货未退款,已提现
41099,DD2017081404422249F97E48CA777,E43A6E078A04134,3.0,3.0,伊利优酸乳,2017/10/13 19:31,B,已出货未退款,已提现
41104,DD201708167493485170286610353,E43A6E078A04134,3.0,3.0,13g无穷烤鸡小腿蜂蜜味,2017/10/13 19:55,B,已出货未退款,已提现
41108,DD201708167493827328358099924,E43A6E078A04134,4.5,4.5,50g上好佳日式鱼果,2017/10/13 20:02,B,已出货未退款,已提现
41116,DD20170816749348538945512177,E43A6E078A04134,6.0,6.0,86g合味道海鲜风味,2017/10/13 20:29,B,已出货未退款,已提现
41119,DD2017081222142726EF14AD25A5C,E43A6E078A04134,3.0,3.0,怡宝纯净水,2017/10/13 20:36,B,已出货未退款,已提现
41129,DD201708167493486243703453406,E43A6E078A04134,5.0,5.0,30g无穷农场盐_鸡蛋,2017/10/13 21:07,B,已出货未退款,已提现
41131,DD201708167493486282848010852,E43A6E078A04134,10.0,10.0,225g味之不规则饼干芝士味,2017/10/13 21:12,B,已出货未退款,已提现
41136,DD20170816749348642799288054,E43A6E078A04134,4.0,4.0,55g奥利奥原味芝士饼干,2017/10/13 21:35,B,已出货未退款,已提现
41143,DD2017080820150213AC4CF1BFDA8,E43A6E078A04134,3.0,3.0,卫龙大面筋,2017/10/13 21:50,B,已出货未退款,已提现
41145,DD20170729080548300A221D5E873,E43A6E078A04134,3.0,3.0,果粒橙,2017/10/13 21:59,B,已出货未退款,已提现
41147,DD20170816749348685907532515,E43A6E078A04134,3.0,3.0,250ml维他柠檬茶,2017/10/13 22:08,B,已出货未退款,已提现
41154,DD201708167493487200134632168,E43A6E078A04134,6.0,6.0,330ml伊利畅意乳酸菌原味,2017/10/13 22:46,B,已出货未退款,已提现
41171,DD201708167493487872231392872,E43A6E078A04134,2.5,2.5,250ml维他原味豆奶,2017/10/13 23:36,B,已出货未退款,已提现
41173,DD201708167493487938356540978,E43A6E078A04134,3.0,3.0,250ml维他奶低糖原味,2017/10/13 23:45,B,已出货未退款,已提现
41180,DD201708167493487995902681061,E43A6E078A04134,2.4,2.4,20g咪咪虾条马来西亚风味,2017/10/14 0:18,B,已出货未退款,已提现
41185,DD2017081016223844B124F9D8F20,E43A6E078A04134,3.5,3.5,统一绿茶,2017/10/14 0:34,B,已出货未退款,已提现
41186,DD20170816749348840611114465,E43A6E078A04134,3.5,3.5,600ml可口可乐,2017/10/14 0:39,B,已出货未退款,已提现
41191,DD20170811213901275614D3029DE,E43A6E078A04134,3.5,3.5,统一冰红茶,2017/10/14 1:09,B,已出货未退款,已提现
41192,DD201708167493488826108967016,E43A6E078A04134,6.5,6.5,100g果王咸柑桔罐装,2017/10/14 1:46,B,已出货未退款,已提现
41209,DD2017081016273232B8EB3FA0E44,E43A6E078A04134,1.5,1.5,香豆干,2017/10/14 5:08,B,已出货未退款,已提现
41211,DD201708101630542052DCD832A1C,E43A6E078A04134,1.5,1.5,香豆干,2017/10/14 5:17,B,已出货未退款,已提现
41212,DD201708167493489339461199467,E43A6E078A04134,3.5,3.5,250ml燕塘甜牛奶,2017/10/14 5:44,B,已出货未退款,已提现
41222,DD201708167493489517245507218,E43A6E078A04134,2.5,2.5,250ml维他奶巧克力味,2017/10/14 7:19,B,已出货未退款,已提现
41228,DD201708167493489790936975796,E43A6E078A04134,6.0,6.0,86g合味道海鲜风味,2017/10/14 7:44,B,已出货未退款,已提现
41230,DD201708167493489917005007198,E43A6E078A04134,1.5,1.5,12g劲仔小鱼卤香味,2017/10/14 7:49,B,已出货未退款,已提现
41231,DD201708167493489952480364032,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017/10/14 7:50,B,已出货未退款,已提现
41232,DD20170816749348997616350351,E43A6E078A04134,3.0,3.0,250ml维他原味豆奶,2017/10/14 7:53,B,已出货未退款,已提现
41233,DD201708167493489980058855948,E43A6E078A04134,2.5,2.5,250ml维他原味豆奶,2017/10/14 7:55,B,已出货未退款,已提现
41237,DD201708167493490165243800379,E43A6E078A04134,5.0,5.0,13g无穷烤鸡小腿蜂蜜味,2017/10/14 8:02,B,已出货未退款,已提现
41239,DD2017071022564815F41A4D3D3E7,E43A6E078A04134,4.0,4.0,营养快线,2017/10/14 8:04,B,已出货未退款,已提现
41253,DD201708167493490419560609512,E43A6E078A04134,4.5,4.5,12g劲仔小鱼麻辣味,2017/10/14 9:05,B,已出货未退款,已提现
41273,DD201708167493491155598698414,E43A6E078A04134,6.5,6.5,148g富甲一方紫薯仔,2017/10/14 11:56,B,已出货未退款,已提现
41277,DD201708167493491252827128145,E43A6E078A04134,3.0,3.0,70g乖媳妇野山泡椒凤爪,2017/10/14 12:04,B,已出货未退款,已提现
41280,DD201708167493491362807172152,E43A6E078A04134,2.0,2.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/10/14 12:07,B,已出货未退款,已提现
41288,DD201708167493491440322490453,E43A6E078A04134,8.0,8.0,80g四洲粟一烧烧烤味,2017/10/14 12:42,B,已出货未退款,已提现
41292,DD201708167493491728936203213,E43A6E078A04134,2.5,2.5,250ml维他柠檬茶,2017/10/14 13:10,B,已出货未退款,已提现
41308,DD201708167493268480235186069,E43A6E078A04134,3.5,3.5,600ml可口可乐,2017/10/14 13:59,B,已出货未退款,已提现
41309,DD201707021225543335F3C13931B,E43A6E078A04134,4.0,4.0,营养快线,2017/10/14 13:59,B,已出货未退款,已提现
41313,DD201708167493492225380290097,E43A6E078A04134,2.5,2.5,250ml维他柠檬茶,2017/10/14 14:11,B,已出货未退款,已提现
41317,DD20170808201529954482A3A066B,E43A6E078A04134,3.5,3.5,统一绿茶,2017/10/14 14:29,B,已出货未退款,已提现
41321,DD2017080620404423308E6D35A54,E43A6E078A04134,3.0,3.0,伊利纯牛奶,2017/10/14 14:47,B,已出货未退款,已提现
41326,DD2017081121395940F9B441D9641,E43A6E078A04134,3.5,3.5,统一冰红茶,2017/10/14 14:50,B,已出货未退款,已提现
41347,DD2017080620422714357DFAC86E5,E43A6E078A04134,3.0,3.0,统一冰红茶,2017/10/14 15:19,B,已出货未退款,已提现
41348,DD20170811214002757C6F5117EF9,E43A6E078A04134,3.5,3.5,统一冰红茶,2017/10/14 15:20,B,已出货未退款,已提现
41368,DD201708167493344811986024741,E43A6E078A04134,5.5,5.5,268ml雀巢咖啡丝滑拿铁,2017/10/14 15:38,B,已出货未退款,已提现
41374,DD201708167493493191656099946,E43A6E078A04134,7.5,7.5,250ml维他原味豆奶,2017/10/14 15:40,B,已出货未退款,已提现
41381,DD20170808202001491F5A3062A9F,E43A6E078A04134,1.0,1.0,香豆干,2017/10/14 15:47,B,已出货未退款,已提现
41383,DD2017081121435496ECE7E98E9B1,E43A6E078A04134,4.0,4.0,果粒橙,2017/10/14 15:53,B,已出货未退款,已提现
41390,DD201708167493914524309187616,E43A6E078A04134,3.0,3.0,250ml维他原味豆奶,2017/10/14 16:25,B,已出货未退款,已提现
41394,DD20170808203251750892F2CC627,E43A6E078A04134,2.5,2.5,伊利优酸乳,2017/10/14 16:35,B,已出货未退款,已提现
41418,DD2017072621091635029DF9D03AB,E43A6E078A04134,2.5,2.5,伊利纯牛奶,2017/10/14 17:18,B,已出货未退款,已提现
41448,DD2017070707034167576304754C5,E43A6E078A04134,1.0,1.0,好吃点小饼干,2017/10/14 17:58,B,已出货未退款,已提现
41451,DD201708167493268507246637272,E43A6E078A04134,2.5,2.5,250ml统一麦香奶茶,2017/10/14 18:01,B,已出货未退款,已提现
41452,DD201708167493925001991783332,E43A6E078A04134,1.0,1.0,康师傅矿泉水,2017/10/14 18:01,B,已出货未退款,已提现
41455,DD2017080820454994B35B5F89F9D,E43A6E078A04134,2.5,2.5,伊利优酸乳,2017/10/14 18:03,B,已出货未退款,已提现
41457,DD20170726211229153DA3C76AC47,E43A6E078A04134,3.5,3.5,王老吉（罐）,2017/10/14 18:05,B,已出货未退款,已提现
41461,DD20170729100503117A25D12CEC9,E43A6E078A04134,2.0,2.0,怡宝纯净水,2017/10/14 18:14,B,已出货未退款,已提现
41466,DD201708167493859139999592969,E43A6E078A04134,5.0,5.0,500ml统一阿萨姆奶茶,2017/10/14 18:38,B,已出货未退款,已提现
41469,DD201707262128063064216298087,E43A6E078A04134,3.0,3.0,统一绿茶,2017/10/14 18:42,B,已出货未退款,已提现
41470,DD2017080620531799A2B510F9C13,E43A6E078A04134,3.0,3.0,统一冰红茶,2017/10/14 18:49,B,已出货未退款,已提现
41476,DD2017072910255616142FBF117FC,E43A6E078A04134,2.0,2.0,怡宝纯净水,2017/10/14 19:15,B,已出货未退款,已提现
41477,DD2017081122144760D959F72D5DB,E43A6E078A04134,4.5,4.5,营养快线,2017/10/14 19:17,B,已出货未退款,已提现
41489,DD201708167493495989583395531,E43A6E078A04134,5.0,5.0,13g无穷烤鸡小腿蜂蜜味,2017/10/14 19:56,B,已出货未退款,已提现
41492,DD20170629194006219012231EEB0,E43A6E078A04134,6.0,6.0,红牛,2017/10/14 20:01,B,已出货未退款,已提现
41495,DD201707291039515974A0D31D4FB,E43A6E078A04134,4.0,4.0,脉动,2017/10/14 20:05,B,已出货未退款,已提现
41496,DD20170814044251609E0794CA2F2,E43A6E078A04134,4.5,4.5,阿萨姆奶茶,2017/10/14 20:06,B,已出货未退款,已提现
41506,DD20170729120244842EB0002FFD4,E43A6E078A04134,4.0,4.0,阿萨姆奶茶,2017/10/14 20:26,B,已出货未退款,已提现
41507,DD201708122358569046BDED082A2,E43A6E078A04134,3.5,3.5,伊利纯牛奶,2017/10/14 20:27,B,已出货未退款,已提现
41508,DD201707291221592970AB7C76FD4,E43A6E078A04134,10.0,10.0,口味王槟榔（绿）,2017/10/14 20:29,B,已出货未退款,已提现
41515,DD201708167493343456726412918,E43A6E078A04134,4.0,4.0,220g宝丰龙龟苓膏绿豆味,2017/10/14 20:34,B,已出货未退款,已提现
41517,DD2017072912350926E97E385595D,E43A6E078A04134,4.0,4.0,阿萨姆奶茶,2017/10/14 20:35,B,已出货未退款,已提现
41526,DD20170729125210810961B3EFD71,E43A6E078A04134,3.5,3.5,东鹏特饮,2017/10/14 20:43,B,已出货未退款,已提现
41527,DD2017080820495211B462824DCC1,E43A6E078A04134,4.0,4.0,营养快线,2017/10/14 20:44,B,已出货未退款,已提现
41531,DD201708167493315777262190534,E43A6E078A04134,6.5,6.5,250ml红牛,2017/10/14 20:49,B,已出货未退款,已提现
41533,DD201708167493497580346169046,E43A6E078A04134,3.0,3.0,13g无穷烤鸡小腿蜂蜜味,2017/10/14 20:54,B,已出货未退款,已提现
41535,DD201708167493497690360303673,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017/10/14 20:57,B,已出货未退款,已提现
41540,DD201708167493497842974533864,E43A6E078A04134,3.0,3.0,250ml维他原味豆奶,2017/10/14 21:05,B,已出货未退款,已提现
41543,DD20170711005627787C6C36513CA,E43A6E078A04134,3.0,3.0,伊利优酸乳,2017/10/14 21:10,B,已出货未退款,已提现
41547,DD20170808205226955F003B58B1C,E43A6E078A04134,4.0,4.0,阿萨姆奶茶,2017/10/14 21:13,B,已出货未退款,已提现
41550,DD2017081419281130302850E08A8,E43A6E078A04134,5.0,5.0,营养快线,2017/10/14 21:16,B,已出货未退款,已提现
41551,DD201708167493498570402760978,E43A6E078A04134,6.0,6.0,86g合味道海鲜风味,2017/10/14 21:19,B,已出货未退款,已提现
41558,DD201708167493252560709534818,E43A6E078A04134,4.5,4.5,600ml脉动青柠,2017/10/14 21:25,B,已出货未退款,已提现
41559,DD20170629194503635EA22720804,E43A6E078A04134,10.0,10.0,口味王槟榔（绿）,2017/10/14 21:25,B,已出货未退款,已提现
41561,DD2017080821045812F753FF0C6AC,E43A6E078A04134,4.5,4.5,阿萨姆奶茶,2017/10/14 21:28,B,已出货未退款,已提现
41569,DD201708167493498748461760176,E43A6E078A04134,34.0,34.0,188g澳门永辉鸡仔饼,2017/10/14 22:10,B,已出货未退款,已提现
41590,DD2017080821151690580C0C91E62,E43A6E078A04134,4.0,4.0,营养快线,2017/10/14 23:26,B,已出货未退款,已提现
41592,DD201708167493499638367824082,E43A6E078A04134,4.5,4.5,250ml燕塘原味酸奶,2017/10/14 23:28,B,已出货未退款,已提现
41601,DD201708167493499754287494964,E43A6E078A04134,4.5,4.5,85g嘉士利果乐果香夹心饼干蓝莓味,2017/10/14 23:40,B,已出货未退款,已提现
41617,DD2017080821164263235DC564028,E43A6E078A04134,3.0,3.0,冰糖雪梨,2017/10/15 1:24,B,已出货未退款,已提现
41621,DD20170816749384462031430414,E43A6E078A04134,3.0,3.0,250ml维他奶巧克力味,2017/10/15 2:20,B,已出货未退款,已提现
41623,DD2017081405324513962D8877CA7,E43A6E078A04134,3.0,3.0,伊利优酸乳,2017/10/15 2:24,B,已出货未退款,已提现
41631,DD201708101732592719B7963EA4E,E43A6E078A04134,4.0,4.0,阿萨姆奶茶,2017/10/15 3:27,B,已出货未退款,已提现
41632,DD201708167493501507734008004,E43A6E078A04134,3.0,3.0,250ml维他原味豆奶,2017/10/15 3:29,B,已出货未退款,已提现
41637,DD20170816749350156773224481,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017/10/15 4:01,B,已出货未退款,已提现
41645,DD201708082117051084B364A6021,E43A6E078A04134,3.0,3.0,雪碧最新款,2017/10/15 4:44,B,已出货未退款,已提现
41651,DD201708167493502607016879276,E43A6E078A04134,2.0,2.0,145ml旺仔牛奶盒装,2017/10/15 6:01,B,已出货未退款,已提现
41656,DD2017081300082876219E446377F,E43A6E078A04134,3.5,3.5,雪碧最新款,2017/10/15 6:54,B,已出货未退款,已提现
41670,DD2017080821201267CB75298A7FD,E43A6E078A04134,3.5,3.5,统一冰红茶,2017/10/15 8:16,B,已出货未退款,已提现
41672,DD201708167493502793510024671,E43A6E078A04134,0.8,0.8,20g咪咪虾条马来西亚风味,2017/10/15 8:45,B,已出货未退款,已提现
41673,DD201708167493502798992846263,E43A6E078A04134,2.5,2.5,250ml维他柠檬茶,2017/10/15 8:48,B,已出货未退款,已提现
41674,DD20170816749350280297013204,E43A6E078A04134,4.0,4.0,150g健能酸奶原味,2017/10/15 9:10,B,已出货未退款,已提现
41675,DD201708167493502864556240091,E43A6E078A04134,17.0,17.0,188g澳门永辉鸡仔饼,2017/10/15 9:19,B,已出货未退款,已提现
41677,DD2017072621384485247C565710B,E43A6E078A04134,3.5,3.5,王老吉（罐）,2017/10/15 9:50,B,已出货未退款,已提现
41682,DD2017081123200528AC97297B20D,E43A6E078A04134,4.5,4.5,营养快线,2017/10/15 10:19,B,已出货未退款,已提现
41690,DD2017080821214952ADFAC187851,E43A6E078A04134,2.0,2.0,怡宝纯净水,2017/10/15 10:56,B,已出货未退款,已提现
41695,DD20170726213930206C3A0BEF5E2,E43A6E078A04134,3.0,3.0,统一绿茶,2017/10/15 11:07,B,已出货未退款,已提现
41697,DD20170810173311104C6A95FD8A4,E43A6E078A04134,3.5,3.5,统一绿茶,2017/10/15 11:10,B,已出货未退款,已提现
41722,DD20170709213347976AAE0FEF0AE,E43A6E078A04134,25.0,25.0,芙蓉王,2017/10/15 12:56,B,已出货未退款,已提现
41730,DD201708167493865705415057795,E43A6E078A04134,2.0,2.0,145ml旺仔牛奶盒装,2017/10/15 13:24,B,已出货未退款,已提现
41743,DD201708082122103263EB4DE46AF,E43A6E078A04134,6.0,6.0,红牛,2017/10/15 14:42,B,已出货未退款,已提现
41744,DD201708167493835901236724355,E43A6E078A04134,2.5,2.5,145ml旺仔牛奶盒装,2017/10/15 14:48,B,已出货未退款,已提现
41759,DD20170810173501854F95EE4EE4C,E43A6E078A04134,4.0,4.0,银鹭八宝粥,2017/10/15 15:43,B,已出货未退款,已提现
41760,DD20170726214855210A9B33D8E87,E43A6E078A04134,3.0,3.0,统一绿茶,2017/10/15 15:44,B,已出货未退款,已提现
41764,DD2017072621543912DD75101F4C7,E43A6E078A04134,4.0,4.0,银鹭八宝粥,2017/10/15 15:54,B,已出货未退款,已提现
